

########## SHEET: K-CURE 암공공(병기조사_간암)_데이터셋(목록)정보 ##########
K-CURE 암 공공 병기조사_간암 DB 데이터 카탈로그 레이아웃
제공기관 : 국가암데이터센터
연번 | 데이터셋 한글명(테이블 한글명) | 데이터셋명(테이블명) | 변수(항목)개수
1 | 암_공공_병기조사_간암_DB_암등록 | CS_LV_RGST | 11
2 | 암_공공_병기조사_간암_DB_사망 | CS_LV_DEATH | 3
3 | 암_공공_병기조사_간암_DB_자격및보험료 | CS_LV_BFC | 6
4 | 암_공공_병기조사_간암_DB_명세서일반내역 | CS_LV_T200 | 22
5 | 암_공공_병기조사_간암_DB_진료내역 | CS_LV_T300 | 13
6 | 암_공공_병기조사_간암_DB_상병내역 | CS_LV_T400 | 6
7 | 암_공공_병기조사_간암_DB_원외처방내역 | CS_LV_T530 | 10
8 | 암_공공_병기조사_간암_DB_일반건강검진_대상자 | CS_LV_G1E_OBJ | 2
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 24
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 31
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 88
12 | 암_공공_병기조사_간암_DB_일반건강검진_결과및판정 | CS_LV_G1E | 21
13 | 암_공공_병기조사_간암_DB_암문진_간암_0708 | CS_LV_CLV_CQ_RST_0708 | 67
14 | 암_공공_병기조사_간암_DB_암문진_간암_0923 | CS_LV_CLV_CQ_RST_0923 | 82
15 | 암_공공_병기조사_간암_DB_암검진_간암_0708 | CS_LV_CLV_RST_0708 | 53
16 | 암_공공_병기조사_간암_DB_암검진_간암_0923 | CS_LV_CLV_RST_0923 | 60


########## SHEET: K-CURE 암공공(병기조사_간암)_데이터셋(항목)정보 ##########
K-CURE 암 공공 병기조사_간암 DB 데이터 카탈로그 레이아웃
제공기관 : 국가암데이터센터
※ 카탈로그에 기재된 설명 외의 자세한 코드값은 보건의료빅데이터개방시스템(https://opendata.hira.or.kr) 참고
연번 | 데이터셋명(테이블 한글명) | 데이터셋명(테이블명) | SUB NO | 변수 (컬럼한글명) | 변수명 (컬럼명) | 설명 | 값 | 형식 (Data Type)
7 | 암_공공_병기조사_간암_DB_원외처방내역 | CS_LV_T530 | 4 | 분류코드구분 | DIV_TY_CD | 명세서의 분류 코드를 구분할 수 있는 구분자 | 0: 각목소계, 1: 수가, 2: 준용수가, 3: 보험등재약, 4: 수입원료약, 5: 약가주성분등재수입, 7: 협약재료, 8: 치료재료 [한방] A: 한방수가, B: 한방준용수가, C: 한방약가, H: 치료재료, X: 약국수가, Y: 요양기관조제제약, D: 기준처방코드, E: 한약재제품코드 | VARCHAR(1)
7 | 암_공공_병기조사_간암_DB_원외처방내역 | CS_LV_T530 | 5 | 분류코드 | DIV_CD | 수가, 약가, 재료대 보험코드  - 진료행위코드： 전체제공  - 치료재료코드: 앞 5자리 제공  - 약가코드: NULL로 가명처리(일반명코드로 제공) | 수가, 약가, 재료대 보험코드 | VARCHAR(5)
7 | 암_공공_병기조사_간암_DB_원외처방내역 | CS_LV_T530 | 6 | 1회투약량 | FQ1_MDCT_QTY | 환자에게 1회 투약한 양 | 환자에게 1회 투약한 양 | DECIMAL(22,4)
7 | 암_공공_병기조사_간암_DB_원외처방내역 | CS_LV_T530 | 7 | 1일투약량 | DY1_MDCT_QTY | 환자에게 1일 투약한 양 | 환자에게 1일 투약한 양 | DECIMAL(22,4)
7 | 암_공공_병기조사_간암_DB_원외처방내역 | CS_LV_T530 | 8 | 총투여일수 또는 실시횟수 | TOT_INJC_DDCNT_EXEC_FQ | 총투여일수 또는 실시횟수 | 총투여일수 또는 실시횟수 | DECIMAL(22,4)
7 | 암_공공_병기조사_간암_DB_원외처방내역 | CS_LV_T530 | 9 | 총사용량 | TOT_USE_QTY_OR_EXEC_FQ | 1회 투약량 × 1일 투약량 × (총 투여일수 또는 실시횟수) | 1회 투약량 × 1일 투약량 × 총 투여일수 또는 실시횟수 | DECIMAL(22,4)
7 | 암_공공_병기조사_간암_DB_원외처방내역 | CS_LV_T530 | 10 | 일반명코드 | GNL_CD | 일반명코드 ※ 약제 연구활용계획서 작성(기본성분 코드 4자리 제공) | 의약품의 주성분코드 | VARCHAR(4)
8 | 암_공공_병기조사_간암_DB_일반건강검진_대상자 | CS_LV_G1E_OBJ | 1 | 검진사업연도 | EXMD_BZ_YYYY | 검진사업연도 | 2007~2023 | VARCHAR(4)
8 | 암_공공_병기조사_간암_DB_일반건강검진_대상자 | CS_LV_G1E_OBJ | 2 | 근무구분코드 | WKG_TYPE_CD | 근무구분코드 | 1: 사무직, 2: 비사무직, z: 기타(결측값) | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 1 | 검진사업연도 | EXMD_BZ_YYYY | 검진사업연도 | 2007~2008 | VARCHAR(4)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 2 | [문진1] (본인)과거병력코드1 | Q_PHX1_DZ | [문진1] (본인)과거병력코드1 | 1: 결핵, 2: 간염, 3: 간장질환, 4: 고혈압, 5: 심장병, 6: 뇌졸중, 7: 당뇨병, 8: 암, 9: 기타질환, 0: 없음 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 3 | [문진1] (본인)과거질환발생연도1 | Q_PHX1_YR | [문진1] (본인)과거질환발생연도1 | YYYY | VARCHAR(4)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 4 | [문진1] (본인)과거질환완치유무1 | Q_PHX1_CR | [문진1] (본인)과거질환완치유무1 | 0: 치료중, 1: 완치 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 5 | [문진1] (본인)과거병력코드2 | Q_PHX2_DZ | [문진1] (본인)과거병력코드2 | 1: 결핵, 2: 간염, 3: 간장질환, 4: 고혈압, 5: 심장병, 6: 뇌졸중, 7: 당뇨병, 8: 암, 9: 기타질환, 0: 없음 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 6 | [문진1] (본인)과거질환발생연도2 | Q_PHX2_YR | [문진1] (본인)과거질환발생연도2 | YYYY | VARCHAR(4)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 7 | [문진1] (본인)과거질환완치유무2 | Q_PHX2_CR | [문진1] (본인)과거질환완치유무2 | 0: 치료중, 1: 완치 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 8 | [문진1] (본인)과거병력코드3 | Q_PHX3_DZ | [문진1] (본인)과거병력코드3 | 1: 결핵, 2: 간염, 3: 간장질환, 4: 고혈압, 5: 심장병, 6: 뇌졸중, 7: 당뇨병, 8: 암, 9: 기타질환, 0: 없음 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 9 | [문진1] (본인)과거질환발생연도3 | Q_PHX3_YR | [문진1] (본인)과거질환발생연도3 | YYYY | VARCHAR(4)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 10 | [문진1] (본인)과거질환완치유무3 | Q_PHX3_CR | [문진1] (본인)과거질환완치유무3 | 0: 치료중, 1: 완치 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 11 | [문진2] (가족력)간장질환유무 | Q_FHX_LVDZ | [문진2] (가족력)간장질환유무 | 0: 없음, 1: 있음 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 12 | [문진2] (가족력)뇌졸중유무 | Q_FHX_STK | [문진2] (가족력)뇌졸중유무 | 0: 없음, 1: 있음 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 13 | [문진2] (가족력)심장병유무 | Q_FHX_HTDZ | [문진2] (가족력)심장병유무 | 0: 없음, 1: 있음 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 14 | [문진2] (가족력)고혈압유무 | Q_FHX_HTN | [문진2] (가족력)고혈압유무 | 0: 없음, 1: 있음 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 15 | [문진2] (가족력)당뇨병유무 | Q_FHX_DM | [문진2] (가족력)당뇨병유무 | 0: 없음, 1: 있음 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 16 | [문진2] (가족력)암유무 | Q_FHX_CC | [문진2] (가족력)암유무 | 0: 없음, 1: 있음 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 17 | [문진4] 영양섭취행태 | Q_NTR_PRF | [문진4] 영양섭취행태 | 1: 채식을 주로 먹는다., 2: 채식, 육식을 골고루 먹는 편이다. ,3: 육식을 주로 먹는다. | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 18 | [문진5] 음주습관 | Q_DRK_FRQ_V0108 | [문진5] 음주습관 | 0: (거의)마시지 않는다, 1: 월 2~3회 정도 마신다, 2: 일주일에 1~2회 마신다,  3: 일주일에 3~4회 마신다, 4: 거의 매일 마신다 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 19 | [문진6] 1회 음주량 | Q_DRK_AMT_V0108 | [문진6] 1회 음주량 | 1: 소주 반 병 이하, 2: 소주 한 병, 3: 소주 1병 반, 4: 소주 2병 이상 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 20 | [문진7] 흡연여부 | Q_SMK_YN | [문진7] 흡연여부 | 0: 아니오, 1: 예, 지금은 끊었음, 2: 예, 현재도 흡연중 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 21 | [문진8] (현재)하루흡연량 | Q_SMK_NOW_AMT_V0108 | [문진8] (현재)하루흡연량 | 1: 반갑 미만, 2: 반갑 이상~한갑 미만, 3: 한갑 이상~두갑 미만, 4: 두갑 이상 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 22 | [문진9] (과거,현재)흡연기간 | Q_SMK_DRT | [문진9] (과거,현재)흡연기간 | 1: 5년 미만, 2: 5~9년, 3: 10~19년, 4: 20~29년, 5: 30년 이상 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 23 | [문진10] 1주 운동횟수 | Q_PA_FRQ | [문진10] 1주 운동횟수 | 0: 안한다, 1: 1~2회, 2: 3~4회, 3: 5~6회, 4: 거의 매일 | VARCHAR(1)
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 24 | [문진11] 정신건강/스트레스 | Q_MH_STR | [문진11] 정신건강/스트레스 | 0: 없다, 1: 자주 있다, 2: 가끔 있다, 3: 모르겠다 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 1 | 검진사업연도 | EXMD_BZ_YYYY | 검진사업연도 | 2009~2017 | VARCHAR(4)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 2 | [문진1] (본인) 뇌졸중(중풍) 진단여부 | Q_PHX_DX_STK | [문진1] (본인) 뇌졸중(중풍) 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 3 | [문진1] (본인) 심장병(심근경색/협심증) 진단여부 | Q_PHX_DX_HTDZ | [문진1] (본인) 심장병(심근경색/협심증) 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 4 | [문진1] (본인) 고혈압 진단여부 | Q_PHX_DX_HTN | [문진1] (본인) 고혈압 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 5 | [문진1] (본인) 당뇨병 진단여부 | Q_PHX_DX_DM | [문진1] (본인) 당뇨병 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 6 | [문진1] (본인) 이상지질혈증 진단여부 | Q_PHX_DX_DLD | [문진1] (본인) 이상지질혈증 진단여부 | (2009) 고지혈증 0: 미해당, 1: 해당 (2010~2017) 이상지질혈증 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 7 | [문진1] (본인) 폐결핵 진단여부 | Q_PHX_DX_PTB | [문진1] (본인) 폐결핵 진단여부 | (2010~2017) 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 8 | [문진1] (본인) 기타(암포함) 진단여부 | Q_PHX_DX_ETC | [문진1] (본인) 기타(암포함) 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 9 | [문진1] (본인) 뇌졸중(중풍) 약물치료여부 | Q_PHX_TX_STK | [문진1] (본인) 뇌졸중(중풍) 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 10 | [문진1] (본인) 심장병(심근경색/협심증) 약물치료여부 | Q_PHX_TX_HTDZ | [문진1] (본인) 심장병(심근경색/협심증) 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 11 | [문진1] (본인) 고혈압 약물치료여부 | Q_PHX_TX_HTN | [문진1] (본인) 고혈압 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 12 | [문진1] (본인) 당뇨병 약물치료여부 | Q_PHX_TX_DM | [문진1] (본인) 당뇨병 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 13 | [문진1] (본인) 이상지질혈증 약물치료여부 | Q_PHX_TX_DLD | [문진1] (본인) 이상지질혈증 약물치료여부 | (2009) 고지혈증 0: 미해당, 1: 해당 (2010~2017) 이상지질혈증 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 14 | [문진1] (본인) 폐결핵 약물치료여부 | Q_PHX_TX_PTB | [문진1] (본인) 폐결핵 약물치료여부 | (2010~2017) 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 15 | [문진1] (본인) 기타(암포함) 약물치료여부 | Q_PHX_TX_ETC | [문진1] (본인) 기타(암포함) 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 16 | [문진2] (가족력)뇌졸중유무 | Q_FHX_STK | [문진2] (가족력)뇌졸중유무 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 17 | [문진2] (가족력)심장병유무 | Q_FHX_HTDZ | [문진2] (가족력)심장병유무 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 18 | [문진2] (가족력)고혈압유무 | Q_FHX_HTN | [문진2] (가족력)고혈압유무 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 19 | [문진2] (가족력)당뇨병유무 | Q_FHX_DM | [문진2] (가족력)당뇨병유무 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 20 | [문진2] (가족력) 기타(암포함) 진단여부 | Q_FHX_ETC | [문진2] (가족력) 기타(암포함) 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 21 | [문진3] (본인) B형간염 항원보유자 | Q_HBV_AG | [문진3] (본인) B형간염 항원보유자 | 0: 아니오, 1: 예, 2: 모름 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 22 | [문진4-1] 지금까지 평생 총 5갑(100개비) 이상의 담배를 피운 적이 있습니까? | Q_SMK_YN | [문진4-1] 지금까지 평생 총 5갑(100개비) 이상의 담배를 피운 적이 있습니까? | 0: 아니오, 1: 예, 지금은 끊었음, 2: 예, 현재도 흡연중 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 23 | [문진4-2] (과거)금연전 흡연기간 | Q_SMK_PRE_DRT | [문진4-2] (과거)금연전 흡연기간 | _년 | VARCHAR(2)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 24 | [문진4-2] (과거)금연전 하루흡연량 | Q_SMK_PRE_AMT | [문진4-2] (과거)금연전 하루흡연량 | _개비 | DECIMAL(22,4)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 25 | [문진4-3] (현재)흡연기간 | Q_SMK_NOW_DRT | [문진4-3] (현재)흡연기간 | _년 | VARCHAR(2)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 26 | [문진4-3] (현재)하루흡연량 | Q_SMK_NOW_AMT_V09N | [문진4-3] (현재)하루흡연량 | _개비 | DECIMAL(22,4)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 27 | [문진5-1] 주간음주일수 | Q_DRK_FRQ_V09N | [문진5-1] 주간음주일수 | 0: 0일, 1: 1일, 2: 2일, 3: 3일, 4: 4일, 5: 5일, 6: 6일, 7: 7일 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 28 | [문진5-2] 1회 음주량 | Q_DRK_AMT_V09N | [문진5-2] 1회 음주량 | _잔 | DECIMAL(22,4)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 29 | [문진6-1] 1주_20분이상 격렬한 운동 | Q_PA_VD | [문진6-1] 1주_20분이상 격렬한 운동 | 0: 0일, 1: 1일, 2: 2일, 3: 3일, 4: 4일, 5: 5일, 6: 6일, 7: 7일 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 30 | [문진6-2] 1주_30분이상 중간정도 운동 | Q_PA_MD | [문진6-2] 1주_30분이상 중간정도 운동 | 0: 0일, 1: 1일, 2: 2일, 3: 3일, 4: 4일, 5: 5일, 6: 6일, 7: 7일 | VARCHAR(1)
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 31 | [문진6-3] 1주_총30분이상 걷기 운동 | Q_PA_WALK | [문진6-3] 1주_총30분이상 걷기 운동 | 0: 0일, 1: 1일, 2: 2일, 3: 3일, 4: 4일, 5: 5일, 6: 6일, 7: 7일 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 1 | 검진사업연도 | EXMD_BZ_YYYY | 검진사업연도 | 2018~2023 | VARCHAR(4)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 2 | [문진1] (본인) 뇌졸중(중풍) 진단여부 | Q_PHX_DX_STK | [문진1] (본인) 뇌졸중(중풍) 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 3 | [문진1] (본인) 심장병(심근경색/협심증) 진단여부 | Q_PHX_DX_HTDZ | [문진1] (본인) 심장병(심근경색/협심증) 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 4 | [문진1] (본인) 고혈압 진단여부 | Q_PHX_DX_HTN | [문진1] (본인) 고혈압 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 5 | [문진1] (본인) 당뇨병 진단여부 | Q_PHX_DX_DM | [문진1] (본인) 당뇨병 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 6 | [문진1] (본인) 이상지질혈증 진단여부 | Q_PHX_DX_DLD | [문진1] (본인) 이상지질혈증 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 7 | [문진1] (본인) 폐결핵 진단여부 | Q_PHX_DX_PTB | [문진1] (본인) 폐결핵 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 8 | [문진1] (본인) 기타(암포함) 진단여부 | Q_PHX_DX_ETC | [문진1] (본인) 기타(암포함) 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 9 | [문진1] (본인) 뇌졸중(중풍) 약물치료여부 | Q_PHX_TX_STK | [문진1] (본인) 뇌졸중(중풍) 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 10 | [문진1] (본인) 심장병(심근경색/협심증) 약물치료여부 | Q_PHX_TX_HTDZ | [문진1] (본인) 심장병(심근경색/협심증) 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 11 | [문진1] (본인) 고혈압 약물치료여부 | Q_PHX_TX_HTN | [문진1] (본인) 고혈압 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 12 | [문진1] (본인) 당뇨병 약물치료여부 | Q_PHX_TX_DM | [문진1] (본인) 당뇨병 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 13 | [문진1] (본인) 이상지질혈증 약물치료여부 | Q_PHX_TX_DLD | [문진1] (본인) 이상지질혈증 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 14 | [문진1] (본인) 폐결핵 약물치료여부 | Q_PHX_TX_PTB | [문진1] (본인) 폐결핵 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 15 | [문진1] (본인) 기타(암포함) 약물치료여부 | Q_PHX_TX_ETC | [문진1] (본인) 기타(암포함) 약물치료여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 16 | [문진2] (가족력)뇌졸중유무 | Q_FHX_STK | [문진2] (가족력)뇌졸중유무 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 17 | [문진2] (가족력)심장병유무 | Q_FHX_HTDZ | [문진2] (가족력)심장병유무 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 18 | [문진2] (가족력)고혈압유무 | Q_FHX_HTN | [문진2] (가족력)고혈압유무 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 19 | [문진2] (가족력)당뇨병유무 | Q_FHX_DM | [문진2] (가족력)당뇨병유무 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 20 | [문진2] (가족력) 기타(암포함) 진단여부 | Q_FHX_ETC | [문진2] (가족력) 기타(암포함) 진단여부 | 0: 미해당, 1: 해당 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 21 | [문진3] (본인) B형간염 항원보유자 | Q_HBV_AG | [문진3] (본인) B형간염 항원보유자 | 0: 아니오, 1: 예, 2: 모름 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 22 | [문진4] 지금까지 평생 총 5갑(100개비) 이상의 담배를 피운 적이 있습니까? | Q_SMK_YN | [문진4] 지금까지 평생 총 5갑(100개비) 이상의 담배를 피운 적이 있습니까? | (2018) 0: 아니오, 1: 예, 지금은 끊었음, 2: 예, 현재도 흡연중 (2019~) 0: 아니오, 1: 예 | VARCHAR(1)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 23 | [문진4-1] (과거)금연전 흡연기간 | Q_SMK_PRE_DRT | [문진4-1] (과거)금연전 흡연기간 | (2018) _년 | VARCHAR(2)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 24 | [문진4-1] (과거)금연전 하루흡연량 | Q_SMK_PRE_AMT | [문진4-1] (과거)금연전 하루흡연량 | (2018) _개비 | DECIMAL(22,4)
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 25 | [문진4-2] (현재)흡연기간 | Q_SMK_NOW_DRT | [문진4-2] (현재)흡연기간 | (2018) _년 | VARCHAR(2)
